time,energy,pressure,temperature
0,427.12943045155635,12.800095509912659,0.4987571670464862
0.01,386.8622332441411,12.460292968833423,0.476415381779409
0.02,326.92802220302116,12.847339886458748,0.4431182179955306
0.030000000000000002,331.13833442239786,11.793505511057878,0.4696467200189293
0.04,607.4453632486329,9.57746797158442,0.746078498124899
0.05,799.3049011115113,16.93469699016198,0.9934074618930426
0.060000000000000005,564.7510309407226,13.625822005099486,0.7762711456014366
0.06999999999999999,545.7559175467285,10.64169806685416,0.7520660552624995
0.08,790.5525042495451,16.123720124381265,1.0131587846244197
0.09000000000000001,546.9272684685725,7.095389695535385,0.7342552891396794
0.1,586.4365439072526,13.849086213995966,0.7984411913105646
0.11,412.4207082465009,20.0819009859618,0.6156631288068845
0.12000000000000001,674.1043007529051,18.940506344653713,0.8817206674314801
0.13,605.009462271595,20.489883246219797,0.8128575057071388
0.13999999999999999,427.142995194499,30.02982868689094,0.6148821457662978
0.15,987.6768809920945,20.912269988623073,1.1952401533214827
0.16,648.4354218741066,33.157027603,0.8373929461591102
0.17,200.71096265180304,30.169614471461692,0.3877342565506918
0.18000000000000002,597.7643839802131,19.45797239328939,0.7998513025374308
0.19,294.4093305166731,41.885599717600414,0.4753811388844934
0.2,554.8717673069895,119.17354683457923,0.7340229276056465
0.21000000000000002,1029.2292995129778,49.6510655509836,1.2208909137325612
0.22,487.78306960887494,81.2536129488744,0.6670818902685419
0.22999999999999998,692.8768465298743,69.53694056459854,0.8738105881788747
0.24000000000000002,774.7951716526587,80.00446480885105,0.9504139705432344
0.25,878.4634389631863,61.15831249503416,1.0333666460499287
0.26,852.8463928545187,49.58280446924762,1.023567331223988
0.27,448.20200184963244,90.39618558432748,0.6210034583782617
0.27999999999999997,529.1601757841868,78.76950379661929,0.6992532327480107
0.29000000000000004,1034.7395396580246,99.19185850246194,1.2119522617306087
0.3,1194.304643997638,116.93103645790399,1.3384327039949582
0.31000000000000005,1046.5004504552053,81.3073869620391,1.1920356946027684
0.32,1018.8972750614197,113.60999692243414,1.2153400424727698
0.33,616.0999054777585,94.49229357617895,0.7527009400974739
0.34,1494.2637701697308,101.25697713993105,1.6706876811434228
0.35000000000000003,576.679547465081,100.95000720850432,0.7381955839757247
0.36000000000000004,813.0798004212467,84.59890380716142,0.9891018916339375
0.37,1469.4321272903896,128.12771426383335,1.6429101013786798
0.38,1887.971320461557,114.65410538992055,2.076673031445715
0.39,1000.628663431758,95.15004929609658,1.1641506441538043
0.4,1112.381420837856,132.3852206186144,1.3030295982495792
0.41000000000000003,1568.8171323940483,107.1143588124609,1.7461950359099236
0.42000000000000004,1547.3321692106376,118.63763463008239,1.694839513923495
0.43,964.7702341011246,97.87352432591152,1.1328376858722333
0.44,885.35959891542,116.24141980882445,1.0751734334315581
0.45000000000000007,1485.4265617460023,100.07277128848825,1.6391105162977293
0.45999999999999996,1244.05966185272,85.41198636895422,1.3482481966385929
0.47000000000000003,1328.2719606528253,122.3130409124362,1.5184197684721488
0.48000000000000004,881.833415258363,103.88838695381655,0.9967404286196507
0.49,1856.3147510477368,108.12485293323404,2.0371493921786104
0.5,1482.1340149740938,167.17078885381895,1.6201402938974219
0.51,1351.9209825621456,135.23642793711758,1.504573468331977
0.52,2042.0095459746856,158.49196650034307,2.207902290162196
0.53,1759.501080854312,158.9622636939668,1.8765878032228795
0.54,1713.5143263764458,165.55427730472147,1.8707071644581832
0.55,1248.2007045352805,128.53207933742362,1.3472427853094469
0.5599999999999999,2249.239959165219,144.1022913692316,2.418028325463296
0.5700000000000001,1882.0064106614195,162.8449157265165,2.00428726158537
0.5800000000000001,2127.9382977659943,193.98102906944513,2.274639929912878
0.59,1522.6812702233944,161.8265458671069,1.6447752147691992
0.6,2255.1583887329152,246.41896771236077,2.435271899369974
0.61,2214.248128966328,201.62617819907794,2.3318317132258053
0.6200000000000001,2838.7788482434644,206.24320946749148,3.001318850600039
0.63,2066.84767336849,364.13534330292975,2.168421254157849
0.64,2835.366711042823,214.41991700902227,2.9665842722189866
0.65,2599.205173901183,190.51959347847503,2.697544800659793
0.66,3107.104750416961,183.44463323095326,3.241493447013264
0.67,2262.7082937286173,159.32253134075,2.3850351349532093
0.68,2017.0393146765869,172.2183370925333,2.11574592029564
0.6900000000000001,3388.7575604756976,197.77981907371833,3.5418463869764794
0.7000000000000001,2685.7886706789723,197.0413985746378,2.783361271887967
0.7100000000000001,2843.192662621446,189.2763320875088,3.0028370262315764
0.7200000000000001,2748.4272039345237,219.5255115240802,2.893371927074477
0.73,3279.472196232171,165.59819412804922,3.344907088027795
0.74,3650.931447907296,207.3573506858611,3.6709680387136845
0.7500000000000001,3799.444650482554,252.1185920607902,3.9023814031798834
0.76,3785.351279334583,235.38811878808957,3.8887326446884205
0.77,3475.458753572503,241.68720004065327,3.510953103252066
0.78,4427.53617249923,261.31026671227085,4.540204642103187
0.79,3572.7468363903745,208.93040077622587,3.6477135743712608
0.8,4911.0212506156195,292.7959675596361,5.053685800189736
0.8099999999999999,4328.770061261663,286.2205366567034,4.460233394264623
0.8200000000000001,5673.270549204652,342.1896738172338,5.79510513264487
0.83,6014.01208888342,277.0256713577599,6.225999222292047
0.8400000000000001,4791.215897275325,475.1897514695357,4.941676913746501
0.8500000000000001,4940.653726698255,412.5011243298024,5.035181764752364
0.86,6939.7775782558,471.47068264618247,7.11903128149124
0.8700000000000001,5703.550660237888,234.74412561022484,5.831395770163698
0.88,4715.884411626926,430.6734222000362,4.829150481638154
0.89,5138.186963769893,262.46214077400873,5.323921869115828
0.9000000000000001,6398.617993469969,282.4346384529974,6.541506543093979
0.91,6013.290980805504,252.9049486745282,6.1526002809267375
0.9199999999999999,6695.304786226407,324.1127796776173,6.855100666389463
0.93,5981.223981238646,300.2260173353035,6.098465407161509
0.9400000000000001,7059.089422268687,341.93845951943223,7.177057597631268
0.95,6032.461619965323,359.120681847883,6.057361803305367
0.9600000000000001,7637.54565233893,374.9838064938475,7.7124280348405065
0.97,7080.041767089873,434.1724155965932,7.1855589504246
0.98,9441.298600724425,361.6788871339065,9.685713341569487
0.9900000000000001,7289.509175867944,278.753068259119,7.418712571407343
